2017 Yamaha Jr. Sportsman Race #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Race 1,,Race 2,,Race 3,,Race 4,,Race 5,,Race 6,,Race 7,,Race 8,,Race 9,,Race 10,,Race 11,,Race 12,,Race 13,,Race 14,,
,4/02/17,,4/09/17,,4/30/17,,5/14/17,,6/11/17,,6/25/17,,7/01/17,,7/02/17,,7/23/17,,8/27/17,,9/03/17,,09/16/17,,09/17/17,,10/08/17,,
Driver,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Total
Kyle Ford,3,35,1,50,2,42,2,42,0,0,1,50,1,50,0,0,1,50,2,42,4,32,0,0,3,35,1,50,478
Nathan Nicholson,0,0,3,35,1,50,1,50,0,0,5,30,5,30,0,0,2,42,1,50,3,35,2,42,1,50,6,28,442
Elliot Cox,0,0,15,15,3,35,0,0,3,35,3,35,2,42,7,26,0,0,4,32,1,50,1,50,2,42,3,35,397
Elysiah Navarro,4,32,8,24,7,26,3,35,0,0,4,32,0,0,0,0,6,28,3,35,5,30,4,32,4,32,7,26,332
Adam Maxwell,1,50,0,0,5,30,0,0,8,24,7,26,4,32,9,22,0,0,5,30,9,22,3,35,13,17,2,42,330
Aryton Grim,0,0,6,28,4,32,0,0,9,22,8,24,8,24,5,30,3,35,0,0,6,28,9,22,7,26,4,32,303
Addison Ianiello,0,0,7,26,6,28,5,30,8,24,9,22,6,28,0,0,4,32,6,28,7,26,8,24,0,0,5,30,298
Mason Piper,0,0,13,17,8,24,12,18,13,17,0,0,10,20,15,15,0,0,7,26,13,17,11,19,6,28,11,19,220
Cade Pretorius,5,30,4,32,0,0,4,32,10,20,6,28,3,35,13,17,14,16,0,0,0,0,0,0,0,0,0,0,210
Ayrton Houk,0,0,11,19,0,0,15,15,17,13,11,19,11,19,0,0,9,22,18,12,16,14,7,26,10,20,9,22,201
Marek Laney,15,15,12,18,0,0,0,0,0,0,14,16,0,0,0,0,10,20,8,24,11,19,10,20,8,24,8,24,180
Lukas Kumpys,0,0,DQ,DQ,0,0,18,12,16,14,13,17,14,16,0,0,0,0,9,22,8,24,6,28,5,30,17,13,176
Vincent Carfiro,12,18,0,0,10,20,8,24,0,0,12,18,12,18,19,11,0,0,12,18,14,16,0,0,0,0,15,15,158
Kasey I. Davis,0,0,0,0,0,0,0,0,18,12,0,0,13,17,0,0,11,19,10,20,0,0,0,0,9,22,0,0,90
Aidan Hinds,2,42,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
Marcelo Sanchez-Lara,0,0,18,12,0,0,7,26,0,0,0,0,0,0,14,16,7,26,0,0,0,0,0,0,0,0,0,0,80
Ava Dutton,10,20,9,22,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
Dane Van Dyck,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,37
Jacey Lowe,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,27
Austin Olds,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
